jdb	vrad	svrad
---	----	-----
52983.59985	-0.0008	0.0010
52990.60114	0.0018	0.0010
52997.55867	0.0004	0.0010
52999.62555	-0.0021	0.0010
53004.60376	-0.0001	0.0010
53009.53498	0.0019	0.0010
53010.53091	0.0012	0.0010
53012.60802	-0.0006	0.0010
53032.53398	0.0003	0.0009
53034.58113	0.0002	0.0009
53036.53379	0.0005	0.0009
53038.56369	0.0010	0.0009
53045.51244	-0.0006	0.0009
53054.53793	0.0002	0.0009
53055.52278	0.0015	0.0009
53230.90296	0.0004	0.0002
53262.87095	0.0011	0.0002
53310.82398	-0.0016	0.0002
53312.75915	-0.0015	0.0003
53315.80215	0.0001	0.0002
53316.82406	-0.0001	0.0002
53341.69171	-0.0004	0.0002
53377.57919	-0.0010	0.0002
53400.59371	-0.0012	0.0003
53408.54253	0.0005	0.0003
53668.74176	0.0001	0.0002
53673.82234	-0.0000	0.0002
53674.73300	0.0003	0.0002
53691.58617	0.0004	0.0002
53693.59399	-0.0019	0.0002
53694.64411	-0.0020	0.0002
53695.60193	-0.0013	0.0002
53696.59316	-0.0003	0.0002
53697.65874	0.0006	0.0002
53698.66139	0.0008	0.0002
53699.65395	0.0014	0.0002
53700.66166	0.0010	0.0002
53721.63169	0.0006	0.0002
53722.62981	-0.0006	0.0002
53724.60414	-0.0017	0.0002
53725.62725	-0.0013	0.0002
53726.62220	-0.0004	0.0002
53727.57248	0.0000	0.0002
53728.61245	0.0004	0.0002
53729.61929	0.0000	0.0002
53757.56424	0.0012	0.0002
53759.56948	0.0010	0.0002
53761.56306	0.0005	0.0002
53783.55739	-0.0017	0.0002
53789.52406	-0.0005	0.0002
54049.71860	-0.0015	0.0002
54053.72517	0.0012	0.0002
54055.71354	0.0009	0.0002
54076.73714	-0.0001	0.0002
54079.66089	-0.0014	0.0002
54296.95311	0.0017	0.0003
54300.93052	-0.0017	0.0003
54314.85228	-0.0012	0.0003
54342.80318	-0.0009	0.0003
54343.89478	-0.0022	0.0003
54344.82884	-0.0020	0.0003
54347.82197	0.0003	0.0003
54420.73061	-0.0022	0.0003
54422.70972	-0.0009	0.0003
54425.71338	0.0001	0.0003
54427.71952	0.0022	0.0003
54429.70374	0.0020	0.0003
54445.62258	0.0013	0.0003
54449.66272	-0.0006	0.0003
54454.66159	0.0002	0.0003
54479.55226	-0.0011	0.0003
54483.54825	-0.0003	0.0003
54487.55631	0.0020	0.0003
54521.53584	-0.0014	0.0003
54530.52980	0.0004	0.0003
54701.91799	-0.0002	0.0003
54706.88531	-0.0003	0.0003
54709.87464	0.0011	0.0003
54710.86323	0.0015	0.0003
54736.74586	-0.0010	0.0003
54739.81083	0.0008	0.0003
54745.70941	-0.0003	0.0003
55095.80819	0.0011	0.0002
55096.77926	0.0006	0.0002
55097.80335	-0.0003	0.0002
55098.82758	-0.0002	0.0002
55099.84495	-0.0004	0.0002
55100.83441	-0.0005	0.0002
55101.84642	-0.0002	0.0003
55104.85554	-0.0002	0.0002
55111.77509	-0.0014	0.0002
55113.77912	-0.0018	0.0002
55116.75122	0.0005	0.0002
55135.75213	0.0004	0.0002
55136.71007	0.0017	0.0003
55137.64328	0.0019	0.0002
55138.72902	0.0016	0.0002
55139.66322	0.0015	0.0002
55140.70410	0.0002	0.0002
55141.73381	-0.0006	0.0002
55142.58293	-0.0005	0.0003
55143.74307	-0.0007	0.0002
55151.68952	-0.0001	0.0002
55152.67278	0.0007	0.0002
55153.67143	0.0019	0.0002
55155.62444	0.0013	0.0002
55156.54685	0.0003	0.0002
55157.61948	-0.0000	0.0002
55158.60584	-0.0004	0.0002
55159.62025	-0.0003	0.0002
55160.62309	-0.0004	0.0002
55161.59915	-0.0003	0.0002
55162.60496	-0.0005	0.0002
55163.60346	-0.0001	0.0002
55164.58388	0.0002	0.0002
55165.58028	0.0007	0.0002
55166.58731	0.0014	0.0002
55167.59975	0.0014	0.0002
55168.59163	0.0009	0.0002
55169.62623	0.0000	0.0002
55184.55853	0.0008	0.0002
55480.76643	0.0008	0.0002
55481.77510	-0.0002	0.0002
55482.79892	-0.0005	0.0002
55483.73453	-0.0011	0.0002
55484.79695	-0.0018	0.0002
55485.75309	-0.0015	0.0002
55486.74072	-0.0020	0.0002
55487.76319	-0.0013	0.0002
55488.78140	-0.0007	0.0002
55489.75982	-0.0005	0.0002
55492.84807	0.0022	0.0003
55493.78666	0.0017	0.0002
55494.75200	0.0007	0.0002
55495.80337	-0.0003	0.0002
55497.77613	-0.0008	0.0002
55498.63596	-0.0002	0.0003
55499.76687	0.0002	0.0002
55500.75864	0.0002	0.0002
55501.72505	-0.0006	0.0002
55505.70337	-0.0005	0.0002
55506.67246	0.0002	0.0002
55507.68594	0.0011	0.0002
55509.69422	0.0011	0.0002
55510.70277	0.0004	0.0002
55511.66780	0.0003	0.0002
55512.68518	0.0001	0.0002
55513.68695	-0.0005	0.0002
55514.63478	-0.0003	0.0002
55515.70302	-0.0006	0.0002
55516.69083	-0.0006	0.0002
55517.70084	-0.0008	0.0002
55518.64645	0.0001	0.0002
55519.66299	0.0004	0.0002
55521.69697	0.0013	0.0002
55522.69960	0.0011	0.0002
55523.66093	0.0000	0.0002
55524.69069	-0.0008	0.0002
55537.71361	0.0022	0.0002
55538.65423	0.0012	0.0002
55539.66631	0.0015	0.0002
55540.74792	-0.0004	0.0003
55541.67098	-0.0006	0.0002
55542.64760	-0.0012	0.0002
55543.63818	-0.0018	0.0002
55544.65942	-0.0015	0.0002
55545.77917	-0.0018	0.0003
55546.59726	-0.0016	0.0002
55547.66501	-0.0010	0.0002
55548.67324	-0.0004	0.0002
55549.65873	0.0008	0.0002
55550.63870	0.0018	0.0002
55551.61445	0.0021	0.0002
55574.60052	-0.0007	0.0002
55575.59305	-0.0008	0.0002
55576.58086	-0.0008	0.0002
55577.56955	-0.0006	0.0002
55578.60908	0.0007	0.0003
55579.57468	0.0012	0.0002
55580.57976	0.0017	0.0002
55581.69056	0.0014	0.0002
55582.62975	0.0003	0.0002
55585.58481	-0.0015	0.0002
55586.56995	-0.0013	0.0002
55590.53572	-0.0002	0.0003
55591.52327	-0.0007	0.0002
55593.53135	-0.0002	0.0003
